iter	Passed	Remaining
1673	8372	1630
1674	8376	1625
1675	8383	1620
1676	8387	1615
1677	8391	1610
1678	8395	1605
1679	8398	1599
1680	8402	1594
1681	8405	1589
1682	8410	1584
1683	8415	1579
1684	8419	1574
1685	8423	1568
1686	8427	1563
1687	8431	1558
1688	8434	1553
1689	8438	1547
1690	8442	1542
1691	8448	1537
1692	8452	1532
1693	8456	1527
1694	8459	1522
1695	8463	1517
1696	8467	1511
1697	8471	1506
1698	8478	1502
1699	8482	1496
1700	8486	1491
1701	8491	1486
1702	8495	1481
1703	8498	1476
1704	8501	1471
1705	8508	1466
1706	8513	1461
1707	8518	1456
1708	8523	1451
1709	8528	1446
1710	8540	1442
1711	8545	1437
1712	8549	1432
1713	8557	1427
1714	8562	1422
1715	8571	1418
1716	8576	1413
1717	8579	1408
1718	8586	1403
1719	8591	1398
1720	8594	1393
1721	8605	1389
1722	8613	1384
1723	8621	1380
1724	8625	1375
1725	8630	1370
1726	8634	1364
1727	8638	1359
1728	8642	1354
1729	8648	1349
1730	8653	1344
1731	8658	1339
1732	8666	1335
1733	8671	1330
1734	8676	1325
1735	8681	1320
1736	8693	1316
1737	8701	1311
1738	8706	1306
1739	8710	1301
1740	8715	1296
1741	8719	1291
1742	8722	1286
1743	8727	1281
1744	8731	1275
1745	8735	1270
1746	8738	1265
1747	8745	1260
1748	8749	1255
1749	8753	1250
1750	8758	1245
1751	8761	1240
1752	8764	1234
1753	8768	1229
1754	8795	1227
1755	8807	1223
1756	8813	1218
1757	8817	1213
1758	8823	1208
1759	8829	1203
1760	8834	1199
1761	8850	1195
1762	8861	1191
1763	8865	1186
1764	8873	1181
1765	8877	1176
1766	8881	1171
1767	8885	1165
1768	8891	1161
1769	8896	1155
1770	8900	1150
1771	8906	1145
1772	8910	1140
1773	8914	1135
1774	8921	1130
1775	8924	1125
1776	8928	1120
1777	8931	1115
1778	8940	1110
1779	8944	1105
1780	8951	1100
1781	8956	1095
1782	8960	1090
1783	8963	1085
1784	8971	1080
1785	8975	1075
1786	8979	1070
1787	8986	1065
1788	8991	1060
1789	8995	1055
1790	9021	1052
1791	9026	1047
1792	9033	1042
1793	9037	1037
1794	9042	1032
1795	9048	1027
1796	9052	1022
1797	9056	1017
1798	9059	1012
1799	9066	1007
1800	9073	1002
1801	9083	998
1802	9089	993
1803	9098	988
1804	9103	983
1805	9113	978
1806	9129	975
1807	9146	971
1808	9151	966
1809	9185	964
1810	9203	960
1811	9213	955
1812	9219	950
1813	9227	946
1814	9231	940
1815	9237	935
1816	9244	931
1817	9251	926
1818	9258	921
1819	9263	916
1820	9268	911
1821	9272	905
1822	9276	900
1823	9280	895
1824	9284	890
1825	9287	885
1826	9292	879
1827	9298	874
1828	9303	869
1829	9308	864
1830	9319	860
1831	9334	856
1832	9340	850
1833	9344	845
1834	9347	840
1835	9353	835
1836	9357	830
1837	9362	825
1838	9370	820
1839	9382	815
1840	9387	810
1841	9392	805
1842	9396	800
1843	9404	795
1844	9409	790
1845	9414	785
1846	9419	780
1847	9423	775
1848	9428	769
1849	9433	764
1850	9437	759
1851	9441	754
1852	9445	749
1853	9450	744
1854	9455	739
1855	9460	734
1856	9464	728
1857	9468	723
1858	9473	718
1859	9481	713
1860	9490	708
1861	9496	703
1862	9499	698
1863	9506	693
1864	9510	688
1865	9516	683
1866	9520	678
1867	9524	673
1868	9531	668
1869	9541	663
1870	9548	658
1871	9554	653
1872	9563	648
1873	9578	644
1874	9584	638
1875	9602	634
1876	9610	629
1877	9622	625
1878	9628	620
1879	9633	614
1880	9643	610
1881	9648	604
1882	9666	600
1883	9674	595
1884	9681	590
1885	9688	585
1886	9699	580
1887	9706	575
1888	9710	570
1889	9715	565
1890	9728	560
1891	9735	555
1892	9744	550
1893	9747	545
1894	9754	540
1895	9760	535
1896	9766	530
1897	9771	525
1898	9774	519
1899	9781	514
1900	9800	510
1901	9809	505
1902	9822	500
1903	9832	495
1904	9836	490
1905	9840	485
1906	9848	480
1907	9854	475
1908	9863	470
1909	9868	465
1910	9872	459
1911	9879	454
1912	9884	449
1913	9888	444
1914	9895	439
1915	9900	434
1916	9906	428
1917	9911	423
1918	9915	418
1919	9919	413
1920	9923	408
1921	9927	402
1922	9931	397
1923	9934	392
1924	9938	387
1925	9944	382
1926	9952	377
1927	9957	371
1928	9965	366
1929	9972	361
1930	9975	356
1931	9979	351
1932	9983	346
1933	9987	340
1934	9991	335
1935	9994	330
1936	9997	325
1937	10001	319
1938	10005	314
1939	10010	309
1940	10014	304
1941	10019	299
1942	10023	294
1943	10026	288
1944	10029	283
1945	10033	278
1946	10037	273
1947	10041	268
1948	10044	262
1949	10048	257
1950	10052	252
1951	10056	247
1952	10059	242
1953	10063	236
1954	10068	231
1955	10072	226
1956	10077	221
1957	10083	216
1958	10087	211
1959	10090	205
1960	10094	200
1961	10097	195
1962	10101	190
1963	10105	185
1964	10110	180
1965	10113	174
1966	10117	169
1967	10126	164
1968	10134	159
1969	10141	154
1970	10147	149
1971	10151	144
1972	10155	138
1973	10158	133
1974	10162	128
1975	10166	123
1976	10170	118
1977	10174	113
1978	10177	107
1979	10182	102
1980	10185	97
1981	10189	92
1982	10194	87
1983	10199	82
1984	10203	77
1985	10207	71
1986	10212	66
1987	10216	61
1988	10219	56
1989	10223	51
1990	10226	46
1991	10230	41
1992	10234	35
1993	10238	30
1994	10242	25
1995	10245	20
1996	10249	15
1997	10252	10
1998	10256	5
1999	10260	0
